5	6.4479E+09
10	6.5239E+08
15	1.5283E+08
20	5.1685E+07
25	2.2119E+07
30	1.0841E+07
35	5.8163E+06
40	3.4187E+06
45	2.0836E+06
50	1.3356E+06
55	8.9405E+05
60	6.1853E+05
65	4.3811E+05
70	3.1529E+05
75	2.3287E+05
80	1.7532E+05
85	1.3383E+05
90	1.0322E+05
100	6.4261E+04
150	9456.
200	2289.
250	734.1
300	272.7
350	115.2
400	53.31
