5	5.627
10	5.589
15	5.589
5	1.1995E+07
10	8.3490E+05
15	1.5436E+05
20	4.4291E+04
25	1.6023E+04
30	6857.
35	3287.
40	1684.
45	942.0
50	543.2
55	330.9
60	206.4
65	133.9
70	87.41
75	58.98
80	40.38
85	28.46
90	20.10
100	10.46
150	0.6851
200	8.1773E-02
250	1.2023E-02
300	1.9753E-03
350	3.2664E-04
400	5.1094E-05
