5	7.1108E+08
10	8.0755E+07
15	2.0569E+07
20	7.5752E+06
25	3.4086E+06
30	1.7284E+06
35	9.7306E+05
40	5.8972E+05
45	3.7488E+05
50	2.4839E+05
55	1.7023E+05
60	1.2094E+05
65	8.7495E+04
70	6.4849E+04
75	4.9575E+04
80	3.7558E+04
85	2.9162E+04
90	2.2973E+04
100	1.4592E+04
150	2487.
200	668.2
250	227.1
300	92.95
350	41.31
400	20.20
