5	13.44
10	2.208
15	0.7489
20	0.3420
25	0.1848
30	0.1095
35	7.0733E-02
40	4.7926E-02
45	3.3971E-02
50	2.4849E-02
55	1.8735E-02
60	1.4499E-02
65	1.1349E-02
70	9.0301E-03
75	7.2862E-03
80	5.9654E-03
85	4.9341E-03
90	4.1101E-03
100	2.9199E-03
150	7.7977E-04
200	2.8678E-04
250	1.2830E-04
300	6.4925E-05
350	3.5561E-05
400	2.0831E-05
