5	6.4571E+09
10	6.5763E+08
15	1.5203E+08
20	5.2536E+07
25	2.2250E+07
30	1.0826E+07
35	5.8357E+06
40	3.3602E+06
45	2.0815E+06
50	1.3339E+06
55	8.9352E+05
60	6.2042E+05
65	4.3725E+05
70	3.1528E+05
75	2.3285E+05
80	1.7556E+05
85	1.3404E+05
90	1.0334E+05
100	6.4130E+04
150	9412.
200	2292.
250	732.9
300	273.5
350	115.4
400	53.74
